start,end,Location,satisfaction,wait_mins,Gender,age_group,Language,Corruption,cooperative,Experiences or suggestions of citizens,duration_mins
2019-04-24 08:20:59.725000+00:00,2019-04-24 08:22:06.316000+00:00,UG Police (Ntinda),3,10,Male,Under 30,Luganda,No,Neutral,Service was good,1.10985
2019-04-24 08:43:58.419000+00:00,2019-04-24 08:44:47.168000+00:00,UG Police (Ntinda),3,20,Male,Between 30-50,English,No,Very cooperative,His brother was arrested and he's  being asked for a lot of money to be released,0.812483333
2019-04-24 08:49:47.582000+00:00,2019-04-24 08:50:30.213000+00:00,UG Police (Ntinda),5,5,Male,Under 30,Luganda,No,Very cooperative,Process was excellent,0.710516667
2019-04-24 06:14:59.514000+00:00,2019-04-24 06:17:34.725000+00:00,UG Police (Kira Road),4,1,Male,Under 30,English,No,Neutral,He came to get a replacement letter for his lines. He misplaced the phone and now it's off so he came and got help. And service was good since he was worked on fast.,2.58685
2019-04-24 06:24:32.986000+00:00,2019-04-24 06:58:03.595000+00:00,UG Police (Kira Road),4,2,Male,Under 30,Luganda,No,Very cooperative,She came to report her husband who left he pregnant and now he doesn't want to tak care of their child. Service was good because she has been helped thean has been called to confirm me to the office. The lady talked nicely and she listened and also gave her advice,33.51015
2019-04-24 06:58:11.214000+00:00,2019-04-24 07:00:41.173000+00:00,UG Police (Kira Road),4,1,Male,Under 30,English,No,Very cooperative,"He came to get a police letter. He was helped and service was fast, free. He didn't take alot the f time although he had to wait for a stamp.",2.499316667
2019-04-24 07:01:35.370000+00:00,2019-04-24 07:03:24.203000+00:00,UG Police (Kira Road),3,0,Female,Between 30-50,English,No,Very cooperative,I came yetsterday and reported a case of theft whereby I was given a reference and told to come back today to get the replacement letter of my simcard which has been quick,1.813883333
2019-04-24 07:03:27.810000+00:00,2019-04-24 07:05:00.865000+00:00,UG Police (Kira Road),4,5,Male,Between 30-50,English,Yes,Very cooperative,The process has been good and they don't force you to pay for the services only that I appreciated the good work and given the officer something small,1.550916667
2019-04-24 07:05:08.098000+00:00,2019-04-24 07:07:07.245000+00:00,UG Police (Kira Road),2,0,Female,Between 30-50,English,No,Neutral,I wanted to meet the CLO is not yet in office but I have been given his contact to make an appointment,1.985783333
2019-04-24 07:10:52.770000+00:00,2019-04-24 07:15:28.920000+00:00,UG Police (Kira Road),2,20,Male,Under 30,Luganda,No,Neutral,He failed to  follow traffic rules and his car was impounded. He was helped but has not been worked on  and has not yet got what he wants. but was told to wait for the traffic officer who was in his office doing some things. He was communicated to well.,4.6025
2019-04-24 07:23:09.393000+00:00,2019-04-24 07:24:01.141000+00:00,UG Police (Kira Road),3,5,Male,Between 30-50,English,No,Neutral,The process has been quick and am going to give the payments so as to finalise the process,0.862466667
2019-04-24 07:24:05.245000+00:00,2019-04-24 07:25:41.906000+00:00,UG Police (Kira Road),1,10,Male,Between 30-50,English,No,Very cooperative,This police of Uganda makes life hard for us because I have been following up on the case of an accident and up to now I haven't got the help that I need .,1.611016667
2019-04-24 07:25:44.616000+00:00,2019-04-24 07:27:13.221000+00:00,UG Police (Kira Road),3,2,Male,Under 30,English,No,Very cooperative,I have been h pled immediately I got here and the process has been quick which I think it's because we were very few clients at the reception,1.47675
2019-04-24 07:29:44.032000+00:00,2019-04-24 07:31:58.672000+00:00,UG Police (Kira Road),1,40,Male,Under 30,Luganda,No,Uncooperative,"His vehicle was brought to the station for traffic issues. Service was not good because he was asked to wait and when he waited, the officer didn't come to work on him so he has decided to go and come back later .",2.244
2019-04-24 07:35:24.374000+00:00,2019-04-24 07:38:02.886000+00:00,UG Police (Kira Road),3,50,Male,Between 30-50,English,No,Neutral,He came to see a suspect. Service was good but it was not fast because he had to wait before being worked on. He was later allowed to give the suspect food.,2.641866667
2019-04-24 07:38:20.674000+00:00,2019-04-24 07:39:44.067000+00:00,UG Police (Kira Road),3,5,Male,Between 30-50,English,No,Very cooperative,We made an appointment which was easy for us to be worked on,1.389883333
2019-04-24 07:39:56.864000+00:00,2019-04-24 07:41:06.205000+00:00,UG Police (Kira Road),3,15,Male,Between 30-50,English,No,Neutral,Am following up on a case that has taken long but the officer that worked on me today has been cooperative and willing to help,1.155683333
2019-04-24 07:46:35.053000+00:00,2019-04-24 07:50:12.111000+00:00,UG Police (Kira Road),3,0,Male,Between 30-50,English,No,Very cooperative,It has been easy getting the police letter and I didn't get any difficulties like I thought I would . Am impressed,3.617633333
2019-04-24 07:50:56.691000+00:00,2019-04-24 07:53:32.974000+00:00,UG Police (Kira Road),3,0,Male,Between 30-50,English,No,Neutral,He was called by the police lady to come because his ex-wife had reported him about issues concerning the family. Service was great because they were talked to although they have not yet finalised.,2.604716667
2019-04-24 07:54:22.233000+00:00,2019-04-24 07:56:43.834000+00:00,UG Police (Kira Road),3,30,Male,Between 30-50,English,No,Very cooperative,It took long for me to be worked on since the DPC wasn't yet in office but when he came it was very quick,2.360016667
2019-04-24 07:57:15.393000+00:00,2019-04-24 07:58:18.414000+00:00,UG Police (Kira Road),2,10,Male,Over 50,English,No,Neutral,I have been told to go to City Hall since the suspect I have been applying bond for is being taken to court and the time is out,1.05035
2019-04-24 08:01:55.988000+00:00,2019-04-24 08:02:53.679000+00:00,UG Police (Kira Road),3,35,Male,Between 30-50,English,No,Neutral,I came earlier when the oc station wasn't in office but the secretary has been helpful,0.961516667
2019-04-24 08:04:15.974000+00:00,2019-04-24 08:06:00.841000+00:00,UG Police (Kira Road),3,15,Female,Between 30-50,Luganda,No,Very cooperative,I needed help f om police because my father is really not treating me and my children good but i see the officers handling the case very well though I haven't yet got the he best results,1.747783333
2019-04-24 08:06:19.382000+00:00,2019-04-24 08:09:49.214000+00:00,UG Police (Kira Road),2,30,Male,Under 30,Luganda,No,Very cooperative,He came to report himself after being arrested for three days and released on bond. He has not yet been worked on because they are still preparing suspects to be taken to court so he has been asked to wait but he has not yet it got any issue with the officers .,3.4972
2019-04-24 08:09:52.330000+00:00,2019-04-24 08:14:59.550000+00:00,UG Police (Kira Road),5,10,Male,Between 30-50,English,No,Very cooperative,He came to see a suspect. Service has been good and free. They have not asked him for any money and they talked to him well. He was allowed to talk to his suspect and the suspect two is in good condition and is being treated well.,5.120333333
2019-04-24 08:18:02.638000+00:00,2019-04-24 08:20:02.673000+00:00,UG Police (Kira Road),3,30,Female,Between 30-50,Luganda,No,Neutral,She has come to see her mother who is being taken to court today. Service has been good because they have allowed her to talk to her and it was also fast because there was nothing time.,2.000583333
2019-04-24 08:20:12.741000+00:00,2019-04-24 08:21:49.006000+00:00,UG Police (Kira Road),3,15,Female,Between 30-50,English,No,Neutral,I have given in my statement and the officer says that the file will b worked so I should wait for their communication,1.604416667
2019-04-24 08:21:52.843000+00:00,2019-04-24 08:22:44.042000+00:00,UG Police (Kira Road),2,35,Male,Over 50,English,No,Neutral,The officer in charge of helping me isn't around and I have been told to come back another day,0.853316667
2019-04-24 08:52:00.153000+00:00,2019-04-24 08:54:12.083000+00:00,UG Police (Wandegeya),2,60,Male,Under 30,Luganda,No,Very cooperative,His vehicle was arrested for being under poor mechanical condition. He has not yet been worked on because the officer is attending to some other people with similar issues. Service has also taken a long time.,2.198833333
2019-04-24 08:54:30.019000+00:00,2019-04-24 08:57:20.176000+00:00,UG Police (Wandegeya),3,90,Male,Between 30-50,Luganda,No,Neutral,His vehicle was impounded because it had no tyres. He was forced to go and buy tyres and bring them to the station so that he can show them the o the officer. Service has taken some time because the officer has not yet come to inspect the bought tyres so that they can be fixed on the vehicle.,2.83595
2019-04-24 09:16:11.842000+00:00,2019-04-24 09:18:08.940000+00:00,UG Police (Wandegeya),4,10,Female,Between 30-50,English,No,Neutral,She lost her phone in a taxi. Service was good because she was helped and given a police letter. She wanted a tracker and they promised to help her. One lady asked for lunch although she didn't have money. The service was fast.,1.951633333
2019-04-24 09:18:13.452000+00:00,2019-04-24 09:20:52.070000+00:00,UG Police (Wandegeya),4,5,Male,Under 30,English,No,Neutral,His phone was stolen and he came to get a replacement letter. His phone was tecno pop 2. They wrote down some information and gave him the letter without delay.,2.643633333
2019-04-24 09:21:12.476000+00:00,2019-04-24 09:23:48.677000+00:00,UG Police (Wandegeya),3,30,Male,Under 30,Luganda,No,Very cooperative,His vehicle was impounded for traffic issues. He was fined and he paid the fine in the bank and has been given a pass out to take his vehicle. Service was ok because he was the one in wrong.,2.60335
2019-04-24 09:26:21.836000+00:00,2019-04-24 09:28:12.448000+00:00,UG Police (Wandegeya),3,60,Male,Between 30-50,Luganda,No,Neutral,He came to pick his motorcycle from the station after paying the fine. He was helped and service was good. The motorcycle was brought on Thursday and has been in custody for the whole Easter period.,1.843533333
2019-04-24 09:43:42.239000+00:00,2019-04-24 09:45:59.885000+00:00,UG Police (Wandegeya),5,20,Male,Between 30-50,Luganda,No,Very cooperative,He was knocked on Sunday by a car while he was riding a motorcycle. Service has been good because he is being treated and his property is being recovered since his motorcycle was damaged. The other party accepted to pay for the damages caused.,2.2941
2019-04-24 09:51:52.529000+00:00,2019-04-24 09:55:29.167000+00:00,UG Police (Wandegeya),3,120,Male,Between 30-50,Luganda,No,Very cooperative,His motorcycle was arrested because he was carrying two passengers. He was fined and he aid the charges and clearance. When he came to pick his keys he was told that the affande who had a he keys did not hung them but instead went to class with the keys. Service was good but he was so angry because he was wasting his time of working and replacing the lost money in the whole process. They should stop moving with items belonging to see spects.,3.610633333
2019-04-24 10:17:24.679000+00:00,2019-04-24 10:19:20.941000+00:00,UG Police (Wandegeya),3,10,Female,Under 30,English,No,Uncooperative,She came to get a report letter for replacement of her lines because her phone has been stolen. Service has been okay and fast because she was instantly worked on at no cost.,1.9377
2019-04-24 10:19:23.508000+00:00,2019-04-24 10:20:59.762000+00:00,UG Police (Wandegeya),3,5,Male,Under 30,English,No,Neutral,His phone was stolen h has been helped and he got the letter and details were written down.,1.604233333
2019-04-24 10:21:04.604000+00:00,2019-04-24 10:23:13.493000+00:00,UG Police (Wandegeya),3,50,Male,Between 30-50,Luganda,No,Neutral,His taxes was arrested for bad parking. He paid fine and is being helped . It has not been fast because there are many traffic cases going to the office.,2.14815
2019-04-24 10:30:22.816000+00:00,2019-04-24 10:34:10.721000+00:00,UG Police (Wandegeya),3,1,Male,Under 30,Luganda,No,Neutral,His bag was stolen so he came to report the incid en. He was helped and case was written down. Service was good and simple.,3.798416667
2019-04-25 07:17:33.705000+00:00,2019-04-25 07:18:07.285000+00:00,KCCA (Headquarters),3,20,Male,Between 30-50,Luganda,No,Very cooperative,Services were good,0.559666667
2019-04-25 07:36:07.276000+00:00,2019-04-25 07:37:29.289000+00:00,KCCA (Headquarters),4,20,Female,Between 30-50,Luganda,No,Very cooperative,"Staff were welcoming, and she was worked on very well, she's pleased",1.366883333
2019-04-25 07:37:33.753000+00:00,2019-04-25 07:38:21.510000+00:00,KCCA (Headquarters),3,10,Male,Under 30,English,No,Very cooperative,Service were okay but some workers are really proud,0.79595
2019-04-25 07:46:15.758000+00:00,2019-04-25 07:47:42.042000+00:00,KCCA (Headquarters),3,30,Female,Between 30-50,Luganda,No,Very cooperative,"The same evaluation was done, nothing new she feels they should have just given her the license considering her shop was closed",1.438066667
2019-04-25 07:56:53.505000+00:00,2019-04-25 07:58:01.427000+00:00,KCCA (Headquarters),4,20,Male,Over 50,,No,Very cooperative,"Staff was very listening, we did ask so many questions about the land tax and they gave us all the answers",1.132033333
2019-04-25 08:07:07.604000+00:00,2019-04-25 08:08:55.210000+00:00,KCCA (Headquarters),3,30,Male,Under 30,English,No,Very cooperative,He feels disappointed as he did not get his licence because the system was on and off,1.793433333
2019-04-25 08:10:38.775000+00:00,2019-04-25 08:12:53.963000+00:00,KCCA (Headquarters),4,15,Female,Under 30,English,No,Very cooperative,"She came for a yellow fever vaccination card, and she received it without delays",2.253133333
2019-04-25 08:26:38.593000+00:00,2019-04-25 08:28:20.253000+00:00,KCCA (Headquarters),3,25,Female,Under 30,English,No,Uncooperative,The process is okay,1.694333333
2019-04-25 08:37:39.478000+00:00,2019-04-25 08:38:20.555000+00:00,KCCA (Headquarters),4,10,Male,Between 30-50,English,No,Very cooperative,"Staff was very understanding, the explained every detail one needs to know",0.684616667
2019-04-25 08:46:28.116000+00:00,2019-04-25 08:47:21.144000+00:00,KCCA (Headquarters),3,10,Male,Between 30-50,English,No,Very cooperative,"The process was very instant, at least that was a plus",0.8838
2019-04-25 08:52:55.516000+00:00,2019-04-25 08:54:06.490000+00:00,KCCA (Headquarters),3,45,Male,Between 30-50,Luganda,No,Neutral,"Their case has not been heard today, they were told to come back next week",1.1829
2019-04-25 09:12:26.632000+00:00,2019-04-25 09:13:21.521000+00:00,KCCA (Headquarters),3,25,Male,Between 30-50,Luganda,No,Neutral,"The process was good, but slow",0.914816667
2019-04-23 09:02:09.961000+00:00,2019-04-23 09:05:48.441000+00:00,UG Police (Jinja Rd),4,10,Male,Over 50,English,No,Very cooperative,He came for a police letter for replacement of his ATM card. He said the process is a bit tedious as he had to go to different offices looking for the officer to stamp his form. He would have preferred that one finishes up his business in one office as its more convenient.,3.641333333
2019-04-23 09:08:47.119000+00:00,2019-04-23 09:16:06.418000+00:00,UG Police (Jinja Rd),4,5,Male,Between 30-50,English,No,Neutral,He came to bring some money for a suspect. He said the officer first gave him a hard time and had refused to give the suspect the money. However it took a lot of explaining to help him. He said the officers are a bit rigid and aren't willing to listen to citizens wholeheartedly which is the main cause of poor service at the station.,7.32165
2019-04-23 09:31:50.481000+00:00,2019-04-23 09:49:58.802000+00:00,UG Police (Jinja Rd),3,5,Male,Under 30,Luganda,No,Neutral,"He came to work on getting his impounded taxi back. He said the process is a very long one and there is lack of transparency for example one can come to the station and the officer makes him move up and down without making progress on the case. So today, the process wasn't finalized and wasn't given clearance to take his taxi",18.13868333
2019-04-23 09:50:34.455000+00:00,2019-04-23 09:56:03.136000+00:00,UG Police (Jinja Rd),3,5,Female,Between 30-50,English,No,Neutral,She came to get a private service from police. She was told that the station doesn't offer it and was referred to central police station. She said the officers were approachable and rather down to earth than the officers deployed in the field. She commended them for the great service.,5.478016667
2019-04-25 09:08:52.428000+00:00,2019-04-25 09:15:16.390000+00:00,UG Police (Ntinda),4,8,Male,Under 30,English,No,Neutral,He came to inquire about the procedures for tracking his lost phone. He was told that he needed to get the serial number of the phone. He was however referred to Kira road police station for better services. He was satisfied with the help given.,6.399366667
2019-04-25 09:16:15.577000+00:00,2019-04-25 09:27:57.535000+00:00,UG Police (Ntinda),3,20,Male,Between 30-50,Luganda,No,Very cooperative,His vehicle was impounded because it didnt have a number plate. He was told to clear the penalty he had to pay inorder to start the process of getting his vehicle. He said the officer that worked on his was too tough which made him feel intimidated throughout the service and suggested him maybe loosening up so that clients feel free around him.,11.6993
2019-04-25 09:28:11.762000+00:00,2019-04-25 09:32:16.668000+00:00,UG Police (Ntinda),5,10,Female,Under 30,English,No,Very cooperative,"She came to get a police letter for replacement of her simcard.
She said the lady at the reception was very lovely and friendly as she had never seen an officer like her in her lifetime. She would have preferred to be worked upon by her each time she is to be at a station as it made her feel right at home. She suggested other officers pick a leaf on how to behave when interacting with clients from her.",4.081766667
2019-04-25 09:38:31.482000+00:00,2019-04-25 09:48:58.287000+00:00,UG Police (Ntinda),4,10,Female,Over 50,English,No,Neutral,She came to follow up on a land case. She said her lawyer was of much help to her as he did most of the work for her but however said that the officer in charge of her case was rather uncooperative as he seemed to be forced in working upon the case which has made the it take long to be resolved. She suggested that superiors at the station put their subordinates to actually do their work in a timely manner,10.44675
2019-04-25 09:58:36.282000+00:00,2019-04-25 10:14:52.769000+00:00,UG Police (Ntinda),3,15,Female,Under 30,English,Yes,Neutral,She came to get a letter needed by UNEB. She was helped but there officer asked her many somewhat useless questions which made her stay there a bit long. She was also told to pay for the form yet word on the street is that they are free of charge. She said it's an indication of corruption .,16.27478333
2019-04-25 10:16:04.271000+00:00,2019-04-25 10:21:36.207000+00:00,UG Police (Ntinda),5,10,Male,Between 30-50,Luganda,Yes,Very cooperative,"He came for a police letter for replacement of his simcard. It was a very easy process as it took less than 10 minutes, but was asked for lunch by an officer and he had no option but to give him 2000shs. He had no problem with giving him the money as he said he understood the conditions the the officers go through.",5.532266667
2019-04-25 10:22:15.468000+00:00,2019-04-25 10:32:47.741000+00:00,UG Police (Ntinda),4,40,Female,Between 30-50,Luganda,No,Neutral,She came to visit a suspect. She said she was made to wait for 1pm which was really a big inconvenience for her as the waiting area wasn't conducive as it was dirty and there wasnt a shade outside so the sun was harsh on her. She was content as she was allowed to see the suspect and give him lunch. She suggested cleaning the station or tarmacing it to reduce dust.,10.53788333
2019-04-23 10:11:58.680000+00:00,2019-04-23 10:21:36.294000+00:00,UG Police (Jinja Rd),5,15,Male,Under 30,English,No,Very cooperative,He came for a police letter for replacement of his simcard. He said the officers were approachable and found them in a jovial mood which made him feel free with them.  He was worked upon and left within 20 minutes. He was satisfied with the service today.,9.6269
2019-04-23 10:26:15.060000+00:00,2019-04-23 10:32:29.759000+00:00,UG Police (Jinja Rd),4,10,Male,Under 30,English,No,Very cooperative,"She came to report a case. She was helped and was surprised as the officer tried counselling her over the matter, which she very much appreciated. She appreciated the help given by the officer as she felt that she was in the right place",6.244983333
2019-04-23 10:34:11.930000+00:00,2019-04-23 10:41:45.743000+00:00,UG Police (Jinja Rd),3,30,Female,Under 30,Luganda,No,Very cooperative,He came to have his phone tracked. He was told to come back with the serial number and start the process. He was happy as he was assured that the phone would be got and was thankful for that.,7.56355
2019-04-23 10:41:57.706000+00:00,2019-04-23 10:46:20.781000+00:00,UG Police (Jinja Rd),4,20,Female,Between 30-50,Luganda,No,Neutral,She came to visit a suspect. She was told to wait for the visiting hours. She was allowed to see him and was happy that she got to give him lunch and put him in a better mood. She had no suggestions to give,4.384583333
2019-04-23 10:46:32.912000+00:00,2019-04-23 10:56:26.259000+00:00,UG Police (Jinja Rd),4,10,Female,Between 30-50,English,No,Neutral,She came to follow up on a case. She was worked upon and said the  officer have done their best to work upon her case and is really thankful for them. She however suggested them being a bit quicker in their work as they are abit slow.,9.889116667
2019-04-23 10:56:29.610000+00:00,2019-04-23 11:02:58.155000+00:00,UG Police (Jinja Rd),3,90,Male,Between 30-50,English,No,Very cooperative,He came to visit a suspect. He was made to wait for over an hour which was irritating. The officer more so an elderly one at the gate was rather rude and arrogant which wasn't a good experience. He suggested talking to him to change his attitude.,6.47575
2019-04-23 11:03:07.424000+00:00,2019-04-23 11:07:08.057000+00:00,UG Police (Jinja Rd),4,20,Female,Between 30-50,English,No,Very cooperative,She came to report a lost passport. She was given a letter for its replacement and told the procedures to follow next. She was happy about the great customer care they had and was glad there was someone she could give feedback about the service today .,4.01055
2019-04-25 08:24:34.070000+00:00,2019-04-25 08:27:52.757000+00:00,UG Police (Ntinda),4,5,Female,Between 30-50,English,No,Neutral,She came to get a police letter for replacement of her ATM card. The service was really fast but was made to pay 5000shs on top of paying 1000shs for photocopying just 2 documents. She said the station is generally expensive as the letters are supposed to be free of charge.,3.31145
2019-04-25 08:28:26.089000+00:00,2019-04-25 08:39:13.426000+00:00,UG Police (Ntinda),2,5,Male,Between 30-50,English,No,Very cooperative,He came to visit a suspect. He was told to come back at 1pm as it wasn't yet visiting hours. He tried talking to the OC but was told the same. He was a bit dissapointed but had to comply with the rules. He suggested maybe expanding the station as its a bit small,10.78895
2019-04-25 08:43:13.542000+00:00,2019-04-25 08:52:56.283000+00:00,UG Police (Ntinda),3,10,Female,Between 30-50,English,No,Neutral,She didnt find the OC operations in the office and was told that he would be in later in the afternoon. She so the officers at the station were very friendly as they engaged her in a constructive debate. She was impressed with the attitude of the officers.,9.71235
2019-04-25 08:55:47.158000+00:00,2019-04-25 09:00:23.897000+00:00,UG Police (Ntinda),3,20,Male,Under 30,Luganda,No,Very cooperative,He was called for follow up on clearing his motorcycle that was impounded. He was helped although the process took long as the officer was up and down. He said the station seems to be understaffed in the traffic department as one officer was handling multiple cases.,4.612316667
2019-04-23 06:56:05.580000+00:00,2019-04-23 10:58:06.779000+00:00,UG Police (Jinja Rd),2,20,Male,Under 30,Luganda,No,Very cooperative,He came to get a police bond for his friend in police custody. He says that the police holds him as a suspect yet the complainant is not responding after several attempts to contact him.,242.0199833
2019-04-23 06:48:22.487000+00:00,2019-04-23 10:50:10.423000+00:00,UG Police (Jinja Rd),3,10,Female,Between 30-50,Luganda,No,Very cooperative,She came to see the OC station regarding her case but the OC was not in office and she was told that he has gone to attend a meeting.,241.7989333
2019-04-23 06:11:03.798000+00:00,2019-04-23 11:13:06.922000+00:00,UG Police (Jinja Rd),3,15,Female,Under 30,Luganda,No,Very cooperative,She came to get a police letter such that she can replace her Simcards. She says that the police lady was a little rude but she eventually got her the letter.,302.0520667
2019-04-23 07:18:05.264000+00:00,2019-04-23 11:21:22.546000+00:00,UG Police (Jinja Rd),3,20,Male,Between 30-50,Luganda,No,Very cooperative,He brought a suspect at this station this morning such that the police can help him interrogate him to recover his money that got lost. He says that his money got lost at his home including others and he suspects his employee to be knowing the where abouts of the money.,243.2880333
2019-04-23 07:26:38.003000+00:00,2019-04-23 11:30:07.963000+00:00,UG Police (Jinja Rd),2,20,Female,Under 30,Luganda,No,Very cooperative,She came to report her husband who beat her up and refused to give her treatment. She says that the police called him and he accepted to give her the money.,243.4993333
2019-04-23 07:37:04.998000+00:00,2019-04-23 11:39:07.050000+00:00,UG Police (Jinja Rd),3,30,Male,Under 30,English,No,Very cooperative,He came to process a police letter such that he can replace his simcard. He says that the police just sent him to the photocopeir to make a copy of his National ID to attach on the letter.,242.0342
2019-04-23 07:46:06.576000+00:00,2019-04-23 11:48:06.897000+00:00,UG Police (Jinja Rd),3,30,Male,Between 30-50,Luganda,No,Very cooperative,He came to get his impounded vechile from the station. He says that he was charged for poor parking. So he was told to go to the bank and deposit the money so as to clear the charges.,242.00535
2019-04-23 07:52:12.590000+00:00,2019-04-23 11:53:06.547000+00:00,UG Police (Jinja Rd),3,10,Male,Between 30-50,Luganda,No,Very cooperative,He came to get a police letter such that he can replace his lost Simcards. He says that the service was very good.,240.8992833
2019-04-23 08:09:18.387000+00:00,2019-04-23 12:12:08.115000+00:00,UG Police (Jinja Rd),3,40,Male,Between 30-50,Luganda,No,Very cooperative,He came to report a case of someone who knocked him and denied of knocking him. He says that the police has given him a file number so now he is waiting for the police to put him into police custody.,242.8288
2019-04-23 08:16:11.509000+00:00,2019-04-23 12:19:06.597000+00:00,UG Police (Jinja Rd),4,40,Female,Between 30-50,Luganda,No,Very cooperative,She came to get a police bond for her hubby who was arrested for not clearing a loan. She says that the complainant agreed to the new terms and hopefully she will be able to clear the money by the end of the week.,242.9181333
2019-04-23 08:34:04.125000+00:00,2019-04-23 12:31:05.295000+00:00,UG Police (Jinja Rd),4,15,Female,Between 30-50,Luganda,No,Very cooperative,She says that her landlord evicted her from the house for failure to pay rent for 4 months. She says that her husband got another woman and left her with his kids so she wants the police to help her get assistance from this man. She says the police has been very understanding.,237.0195
2019-04-23 08:45:03.637000+00:00,2019-04-23 12:46:05.487000+00:00,UG Police (Jinja Rd),4,10,Female,Under 30,English,No,Very cooperative,She came to get a police letter such that she can be able to replace her lost lines. She says that she was only required to get a photocopy of her National ID.,241.0308333
2019-04-24 11:08:30.164000+00:00,2019-04-24 11:11:03.729000+00:00,KCCA (Naguru),2,5,Male,Between 30-50,English,No,Very cooperative,He came to submit in his complaint file to the probation office but it is locked. He says that even yesterday it was locked.,2.559416667
2019-04-24 11:23:04.784000+00:00,2019-04-24 11:24:07.378000+00:00,KCCA (Naguru),4,15,Male,Between 30-50,English,No,Very cooperative,He came to do a tax assessment for his business. He says that the service was very fast and simple.,1.043233333
2019-04-24 11:37:06.277000+00:00,2019-04-24 11:39:13.057000+00:00,KCCA (Naguru),3,40,Female,Between 30-50,Other,No,Very cooperative,"She says that she came to assess the property rent amount that she is supposed to pay but the person incharge was not yet around so she was told to wait abit. Eventually when he came, he worked on well and she appreciates hsi service.",2.113
2019-04-24 11:46:05.727000+00:00,2019-04-24 11:47:43.755000+00:00,KCCA (Naguru),3,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to process a birth certificate for her daughter. She says that she was given the forms to photocopy and fill them then submit them.,1.6338
2019-04-24 12:00:06.370000+00:00,2019-04-24 12:03:28.251000+00:00,KCCA (Naguru),3,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to submit in her request to the Solid waste management office. She says that she was helped.,3.364683333
2019-04-24 12:17:06.206000+00:00,2019-04-24 12:20:22.342000+00:00,KCCA (Naguru),4,30,Female,Over 50,English,No,Very cooperative,She came to register her home and her rentals for tax purposes. She says that she came to get them inspected to determine how much she is supposed to be paying. She says that they promised to send someone tomorrow to assess the property.,3.268933333
2019-04-24 12:26:08.262000+00:00,2019-04-24 12:28:37.299000+00:00,KCCA (Naguru),3,40,Female,Under 30,Luganda,No,Very cooperative,She says that her and friends came to apply for a loan. She says that they had come to submit in the application but it was lacking a summary of their project which they decided to write and attach on the loan application for consideration.,2.48395
2019-04-24 12:34:02.776000+00:00,2019-04-24 12:35:44.061000+00:00,KCCA (Naguru),2,10,Female,Under 30,English,No,Very cooperative,She came to pick up her documents which she had brought for signing.,1.688083333
2019-04-24 12:42:05.712000+00:00,2019-04-24 12:43:30.211000+00:00,KCCA (Naguru),3,30,Female,Over 50,Luganda,Yes,Uncooperative,She came to pay for the Solid waste service here at the office.,1.408316667
2019-04-24 12:50:04.436000+00:00,2019-04-24 12:52:16.480000+00:00,KCCA (Naguru),3,20,Female,Under 30,English,No,Neutral,She says that the office was closed and she had to wait for some minutes until when it was opened. She says that she managed to submit in her documents for verification.,2.200733333
2019-04-24 13:03:07.536000+00:00,2019-04-24 13:04:51.692000+00:00,KCCA (Naguru),2,40,Female,Over 50,English,No,Very cooperative,She came to assess and pay for the ground rent for her property. She says that she was sent to DFCU Bank shoprite to deposit the money.,1.735933333
2019-04-24 13:05:06.910000+00:00,2019-04-24 13:07:00.562000+00:00,KCCA (Naguru),3,15,Male,Under 30,English,No,Very cooperative,He came to pay for a tax. He says that he has been able to get the assessment and also pay the tax.,1.8942
2019-04-24 13:16:03.586000+00:00,2019-04-24 13:18:44.264000+00:00,KCCA (Naguru),3,5,Male,Between 30-50,English,No,Very cooperative,He came to report a case of compensation against his former employer but the office was locked.,2.677966667
2019-04-24 07:16:51.507000+00:00,2019-04-24 07:18:07.524000+00:00,KCCA (Central Division),3,10,Male,Under 30,English,No,Very cooperative,He came to get a tax assessment for his business. He says that the service was quick and good.,1.26695
2019-04-24 07:31:05.432000+00:00,2019-04-24 07:33:27.444000+00:00,KCCA (Central Division),3,5,Female,Between 30-50,Luganda,No,Very cooperative,She came to process a birth certificate for her daughter. She says that she was helped but she was requested to check later today for the certificate.,2.366866667
2019-04-24 07:42:05.936000+00:00,2019-04-24 07:44:42.773000+00:00,KCCA (Central Division),3,20,Male,Between 30-50,Luganda,No,Very cooperative,He came to get a trading license for his business. He says that he was sent to the payway office then returned to the office for the license.,2.61395
2019-04-24 07:58:03.703000+00:00,2019-04-24 08:00:08.669000+00:00,KCCA (Central Division),2,30,Female,Under 30,Luganda,No,Very cooperative,She came to get a stamp on her documents from the DISO. She says that she waited for sometime to get the stamp on her letter.,2.082766667
2019-04-24 08:12:03.763000+00:00,2019-04-24 08:13:37.974000+00:00,KCCA (Central Division),3,15,Male,Between 30-50,Luganda,No,Very cooperative,He came to renew his trading license. He says that he was done paying only processing the license brought him here and he was able to get it.,1.570183333
2019-04-24 08:26:05.853000+00:00,2019-04-24 08:28:16.038000+00:00,KCCA (Central Division),4,15,Male,Between 30-50,Luganda,No,Very cooperative,He came to register a business. He says that he was able to register because he had all the requirements. He says the process was simple.,2.16975
